,lat,long,N
0,-22.93,-43.44,32
1,-20.43,-41.86,1
2,-22.96,-42.98,5
3,-29.86,-51.14,6
4,-7.27,-37.35,1
5,-5.18,-37.36,27
6,-23.97,-46.35,103
7,-25.43,-49.27,11
8,-25.53,-54.57,1
9,-22.96,-43.24,46
10,-29.36,-49.73,46
11,-4.84,-37.25,36
12,-22.96,-43.22,99
13,-23.54,-45.07,11
14,-19.89,-43.93,26
15,-29.31,-50.85,191
16,-22.44,-44.53,32
17,-25.61,-54.48,358
18,-19.93,-43.93,201
19,-23.5,-46.87,90
20,-23.04,-43.5,9
21,-20.6,-40.43,193
22,-2.78,-55.03,2
23,-2.75,-42.83,80
24,-4.16,-38.11,31
25,-24.59,-48.59,5
26,-20.24,-46.37,2
27,-3.06,-60.01,4
28,-20.15,-46.66,15
29,-21.84,-43.79,4
30,-21.21,-47.8,120
31,-22.46,-42.06,1
32,-15.78,-47.89,24
33,-23.59,-46.64,2
34,-22.42,-42.97,23
35,-22.44,-43.16,4
36,-17.77,-48.66,22
37,-22.9,-43.19,219
38,-22.4,-43.13,136
39,-20.44,-41.87,1
40,-19.98,-44.02,18
41,-22.85,-46.33,3
42,-14.17,-47.82,4
43,-15.74,-47.93,10
44,-22.93,-43.2,5
45,-25.58,-54.52,58
46,-22.96,-43.25,9
47,2.81,-60.74,9
48,-29.19,-51.2,5
49,-29.45,-51.31,182
50,-20.39,-41.03,41
51,-2.51,-43.25,1
52,-15.58,-56.1,164
53,-18.24,-43.6,3
54,-20.66,-40.47,37
55,-22.43,-43.25,4
56,-22.45,-42.98,27
57,-3.09,-59.93,21
58,-22.11,-45.06,1
59,-29.36,-50.81,1
60,-3.04,-59.98,1
61,-20.05,-44.02,24
62,-19.8,-41.72,3
63,-20.14,-44.9,1
64,-16.7,-49.24,251
65,-24.31,-47.0,6
66,-3.1,-60.03,241
67,-23.78,-45.36,4
68,-22.47,-43.0,1
69,-23.01,-45.57,4
70,-16.69,-43.84,4
71,-29.1,-49.64,1
72,-25.41,-51.52,1
73,-21.71,-43.42,5
74,-22.52,-42.98,6
75,-11.43,-40.6,1
76,-21.72,-43.92,9
77,-22.96,-43.27,127
78,-22.87,-43.78,29
79,-20.35,-41.96,4
80,-2.8,-40.51,16
81,-9.61,-35.76,23
82,-22.92,-43.18,7
83,-8.01,-34.94,33
84,-29.47,-52.03,2
85,-23.67,-46.72,1
86,-16.09,-47.99,1
87,-28.15,-54.74,12
88,-29.92,-51.17,87
89,-23.54,-46.58,2
90,-18.0,-43.38,1
91,-16.75,-43.89,4
92,-23.17,-45.89,98
93,-3.1,-60.02,138
94,-20.77,-41.68,2
95,-22.8,-43.2,3
96,-29.49,-51.36,143
97,-15.57,-56.07,3
98,-23.36,-44.73,2
99,-19.92,-43.93,392
100,-22.36,-47.38,4
101,-22.46,-41.88,4
102,-3.73,-40.99,3
103,-29.64,-52.2,223
104,-15.56,-48.11,17
105,-23.83,-46.73,1
106,-27.73,-48.51,28
107,-22.51,-42.28,2
108,-23.42,-46.02,7
109,-9.39,-40.5,25
110,-23.03,-46.84,4
111,-19.81,-43.98,1
112,-22.7,-45.53,2
113,-10.33,-53.2,46
114,-29.94,-51.04,1
115,-21.79,-46.59,98
116,-20.24,-40.27,5
117,-29.05,-50.15,4
118,-11.55,-41.16,158
119,-15.74,-47.92,85
120,-23.41,-46.04,32
121,-23.56,-45.52,2
122,-22.45,-42.99,85
123,-23.93,-46.37,2
124,-29.85,-51.18,1
125,-21.34,-42.46,2
126,-23.02,-43.47,12
127,-22.41,-42.96,5
128,-3.93,-41.71,6
129,-22.98,-47.0,45
130,-18.24,-43.61,27
131,-21.78,-43.36,2
132,-22.6,-43.24,8
133,-25.25,-50.01,50
134,-23.18,-45.89,1
135,-23.46,-46.76,40
136,-22.81,-43.41,1
137,-21.71,-43.9,28
138,-23.8,-46.5,8
139,-30.03,-51.17,3
140,-8.84,-42.56,1
141,-25.52,-54.61,1
142,-21.74,-43.34,1
143,-22.92,-43.35,4
144,-22.76,-43.48,1
145,-20.47,-45.95,1
146,-5.19,-37.36,1
147,-23.46,-46.64,65
148,-22.94,-43.21,11
149,-23.43,-47.6,17
150,-22.96,-43.49,11
151,-1.44,-48.48,2
152,-20.36,-43.49,4
153,-22.46,-44.6,14
154,-22.38,-42.99,1
155,-23.4,-46.53,8
156,-21.54,-42.64,1
157,-20.02,-44.06,2
158,-22.41,-47.53,6
159,-22.96,-43.18,22
160,-16.76,-43.89,36
161,-25.69,-54.44,4
162,-15.45,-55.75,7
163,-22.87,-43.45,1
164,-20.06,-44.03,57
165,-24.01,-48.35,2
166,-2.67,-42.85,9
167,-23.99,-46.41,6
168,-24.58,-50.27,3
169,-19.75,-43.84,5
170,-23.4,-46.58,15
171,-3.84,-40.9,16
172,-6.06,-49.92,20
173,-21.1,-44.22,1
174,-25.68,-54.45,4
175,-7.07,-34.83,2
176,-22.85,-46.32,5
177,-23.82,-46.51,3
178,-18.87,-48.29,4
179,-27.01,-48.64,11
180,-23.26,-47.3,1
181,-2.49,-44.3,1
182,-22.48,-44.57,50
183,-22.52,-55.73,6
184,-23.82,-45.37,3
185,-23.82,-45.36,7
186,-20.31,-40.34,11
187,-25.54,-54.59,58
188,-22.98,-43.3,11
189,-23.4,-45.12,3
190,-8.42,-37.05,1
191,-19.84,-43.1,4
192,-29.56,-49.91,2
193,-19.89,-43.92,4
194,-27.1,-52.61,1
195,-19.92,-43.94,52
196,-15.48,-55.76,1
197,-23.98,-48.35,1
198,-3.11,-59.98,29
199,-22.49,-44.58,1
200,-15.57,-56.06,6
201,-25.45,-54.56,1
202,-3.69,-40.36,12
203,-9.0,-42.69,5
204,-8.53,-37.24,1
205,-29.61,-52.19,3
206,-14.18,-47.82,7
207,-23.87,-46.57,2
208,-20.67,-40.5,6
209,-22.62,-44.64,3
210,-23.63,-46.58,3
211,-26.92,-48.64,7
212,-22.87,-43.28,1
213,-18.17,-47.94,2
214,-16.74,-49.2,9
215,-15.46,-55.82,3
216,-15.83,-47.99,1
217,-22.75,-43.71,1
218,-23.57,-46.78,25
219,-22.93,-43.43,9
220,-25.61,-54.56,2
221,-23.65,-46.43,3
222,-23.04,-47.01,1
223,-12.14,-44.99,2
224,-23.72,-46.04,8
225,-22.33,-42.55,9
226,-21.84,-43.81,2
227,-20.54,-41.81,5
228,-3.13,-59.98,11
229,-25.72,-56.24,1
230,-15.85,-48.96,1
231,-15.37,-55.85,11
232,-23.06,-46.99,2
233,-22.97,-43.03,8
234,-7.12,-34.83,3
235,-23.14,-44.17,3
236,-22.67,-43.61,1
237,-25.6,-54.56,1
238,-2.66,-55.02,3
239,-7.06,-34.85,20
240,-18.47,-43.32,1
241,-23.1,-44.63,1
242,-21.76,-43.35,2
243,-8.83,-42.55,4
244,-22.97,-43.28,7
245,-24.93,-48.28,6
246,-19.92,-43.95,59
247,-18.21,-45.24,10
248,-25.46,-49.53,1
249,-22.92,-43.24,2
250,-23.88,-48.01,2
251,-22.4,-42.95,1
252,-20.03,-48.92,36
253,-23.49,-46.75,7
254,-27.86,-52.3,3
255,-29.12,-49.63,1
256,-23.59,-45.43,3
257,-22.96,-43.21,4
258,-1.4,-48.45,1
259,-28.29,-53.51,3
260,-9.0,-42.56,1
261,-22.92,-43.27,7
262,-23.54,-46.73,4
263,0.78,-51.95,1
264,-3.08,-60.01,5
265,-23.49,-46.72,6
266,-25.25,-50.02,20
267,-27.89,-53.3,14
268,-22.96,-43.2,12
269,-22.98,-43.2,5
270,-25.24,-48.39,1
271,-23.0,-43.38,5
272,-22.91,-43.21,34
273,-26.5,-49.09,3
274,-27.48,-49.57,9
275,-15.41,-55.84,3
276,-22.43,-42.97,3
277,-23.68,-46.76,1
278,-21.87,-43.32,1
279,-23.5,-46.88,58
280,-15.41,-55.83,2
281,-19.82,-43.96,1
282,-23.55,-46.63,29
283,-22.94,-43.33,2
284,-23.4,-46.57,8
285,-23.01,-43.44,20
286,-23.67,-46.73,1
287,-22.95,-43.34,6
288,-22.97,-43.23,6
289,-5.19,-37.34,4
290,-7.04,-37.29,2
291,-23.64,-46.73,3
292,-18.86,-41.94,5
293,-23.01,-43.37,1
294,-25.6,-54.57,8
295,-30.05,-51.18,3
296,-22.97,-43.33,17
297,-22.9,-43.34,1
298,-21.79,-46.56,6
299,-19.93,-43.94,2
300,-8.0,-34.92,4
301,-22.33,-44.58,3
302,-6.98,-34.83,1
303,-7.12,-34.88,2
304,-22.72,-43.69,1
305,-27.53,-48.43,4
306,-21.79,-43.37,5
307,-23.49,-46.63,3
308,-18.87,-41.93,1
309,-11.25,-37.43,1
310,-19.94,-43.99,4
311,-20.41,-43.51,10
312,-4.15,-38.11,36
313,-22.83,-43.27,16
314,-23.46,-46.63,11
315,-29.2,-49.97,3
316,-22.41,-42.97,4
317,-29.96,-51.61,55
318,-24.11,-48.37,7
319,-23.6,-45.43,9
320,-20.36,-40.3,1
321,-16.71,-43.94,12
322,-23.53,-46.68,1
323,30.58,-87.9,1
324,-15.86,-47.84,6
325,-25.46,-49.39,7
326,-25.42,-49.26,1
327,-31.11,-50.91,1
328,-25.52,-54.64,14
329,-18.59,-46.51,31
330,-23.35,-44.73,1
331,-23.43,-51.94,1
332,-25.54,-54.58,2
333,-23.51,-46.87,3
334,-0.05,-51.16,1
335,-29.91,-51.17,14
336,-22.91,-43.29,1
337,-22.96,-43.61,1
338,-22.44,-42.98,4
339,-23.45,-46.64,26
340,-23.6,-46.62,5
341,-26.28,-48.81,1
342,-26.33,-48.81,1
343,-30.87,-53.12,1
344,-23.34,-46.69,5
345,-19.89,-44.0,14
346,-32.54,-52.55,2
347,-28.53,-49.32,38
348,-19.94,-43.92,3
349,-30.87,-53.09,1
350,-22.88,-43.54,1
351,-19.84,-43.95,2
352,-30.87,-53.13,2
353,-9.65,-35.73,4
354,-23.03,-45.55,17
355,-21.12,-56.51,1
356,-19.45,-42.55,1
357,-25.68,-54.43,1
358,-30.02,-51.17,1
359,-23.39,-47.47,2
360,-29.7,-53.8,3
361,-15.8,-48.08,1
362,-29.85,-51.14,1
363,-18.78,-42.94,1
364,-20.38,-40.33,1
365,-23.7,-46.55,7
366,-22.97,-43.19,1
367,-22.52,-42.97,1
368,-22.94,-43.03,1
369,-20.0,-44.01,1
370,-2.49,-44.29,19
371,-23.35,-44.87,7
372,-15.46,-55.83,5
373,-23.2,-47.28,1
374,-21.73,-47.58,3
375,-8.05,-34.91,1
376,-27.6,-48.55,10
377,-22.9,-43.31,1
378,-21.37,-41.1,3
379,-22.43,-42.98,1
380,-27.57,-48.54,3
381,-6.4,-48.56,1
382,-25.03,-49.08,2
383,-22.46,-43.09,10
384,-3.69,-40.34,46
385,-22.97,-43.25,3
386,-21.98,-44.03,4
387,-25.58,-54.55,8
388,-23.77,-46.52,2
389,-22.87,-41.98,1
390,-23.46,-46.53,1
391,-25.59,-53.73,1
392,-25.18,-54.29,1
393,-25.08,-50.15,1
394,-19.58,-42.64,12
395,-15.41,-55.85,2
396,-12.97,-41.33,1
397,-25.22,-50.04,1
398,-20.74,-46.75,15
399,-22.43,-42.95,1
400,-22.8,-43.05,2
401,-15.57,-56.02,5
402,-19.72,-43.93,14
403,-25.53,-54.58,2
404,-20.02,-48.92,4
405,-22.41,-47.54,5
406,-14.14,-47.51,1
407,-16.68,-49.25,2
408,-22.11,-41.47,1
409,-15.84,-48.06,1
410,-29.34,-49.74,1
411,-27.63,-52.27,3
412,-19.84,-43.96,9
413,-27.34,-53.39,5
414,-7.15,-34.97,8
415,-16.66,-49.32,1
416,-21.75,-43.36,1
417,-22.84,-43.28,1
418,-22.88,-43.26,1
419,-16.73,-43.86,2
420,-29.59,-52.13,2
421,-19.91,-44.08,4
422,-22.81,-43.43,1
423,-22.87,-43.59,1
424,-23.8,-45.4,1
425,-20.76,-41.53,1
426,-22.97,-43.18,5
427,-18.76,-44.44,1
428,-10.77,-37.34,5
429,-22.96,-47.29,2
430,-20.34,-46.43,2
431,-22.42,-42.96,1
432,-22.43,-42.96,2
433,-23.32,-46.71,1
434,-29.6,-51.93,2
435,-3.76,-38.53,1
436,-16.07,-57.69,1
437,-22.46,-44.61,3
438,-23.15,-45.8,1
439,-24.05,-48.0,1
440,-29.8,-55.81,1
441,-20.37,-40.41,1
442,-23.54,-46.56,6
443,-19.95,-44.01,1
444,-29.06,-50.12,1
445,-29.55,-51.56,2
446,-22.93,-43.19,7
447,-22.83,-43.07,1
448,-21.72,-43.06,1
449,-18.87,-41.95,1
450,-22.89,-43.12,2
451,-15.84,-48.02,1
452,-23.0,-43.62,1
453,-15.84,-48.03,1
454,-22.69,-43.47,1
455,-22.71,-42.81,2
456,-19.93,-44.03,1
457,-19.82,-43.93,2
458,-23.3,-51.14,1
459,-8.49,-42.42,3
460,-23.08,-45.12,5
461,-23.53,-46.22,2
462,-16.7,-49.34,3
463,-18.57,-53.13,1
464,-22.22,-42.53,1
465,-22.26,-42.52,1
466,-19.97,-43.99,6
467,-19.89,-43.67,1
468,-23.53,-46.84,1
469,-15.26,-40.25,1
470,-19.77,-44.13,1
471,-22.73,-45.12,1
472,-15.85,-47.98,1
473,-26.93,-48.65,5
474,-20.45,-54.56,4
475,-23.41,-46.58,1
476,-30.04,-51.23,4
477,-23.77,-46.05,4
478,-25.68,-54.44,3
479,-22.34,-48.76,6
480,-9.62,-35.75,5
481,-25.45,-49.38,45
482,-28.14,-54.74,2
483,-23.55,-46.72,1
484,-25.39,-49.21,2
485,-15.81,-47.87,1
486,-21.13,-42.37,2
487,-22.87,-43.3,1
488,-16.75,-43.88,30
489,-22.45,-44.61,1
490,-19.82,-43.92,1
491,-23.03,-46.97,2
492,-21.13,-42.36,1
493,-17.74,-39.25,1
494,-22.93,-43.24,2
495,-23.53,-46.78,1
496,-19.86,-43.96,6
497,-20.65,-40.48,1
498,-20.63,-42.4,4
499,-22.35,-48.78,1
500,-20.43,-43.51,6
501,-23.51,-46.88,6
502,-15.87,-52.26,5
503,-15.75,-47.9,2
504,-22.4,-43.0,1
505,-9.66,-35.73,1
506,-2.56,-44.24,2
507,-5.09,-42.81,1
508,-19.85,-43.88,1
509,-22.47,-44.45,2
510,-25.59,-54.55,1
511,-25.74,-49.31,6
512,-30.14,-51.23,1
513,-7.23,-39.41,3
514,-20.0,-44.07,7
515,-3.03,-59.98,8
516,-7.25,-39.5,2
517,-22.52,-52.31,8
518,-19.54,-42.66,2
519,-9.01,-42.69,4
520,-20.52,-41.08,1
521,-1.44,-48.46,3
522,-18.92,-48.24,1
523,-16.65,-49.28,5
524,-22.91,-43.17,1
525,-23.9,-46.48,9
526,-2.8,-40.52,1
527,-13.0,-54.0,1
528,-9.68,-35.76,1
529,-1.42,-48.45,8
530,-22.78,-43.32,1
531,-21.42,-45.94,1
532,-22.93,-42.56,1
533,-23.85,-46.47,3
534,-19.91,-43.93,4
535,-23.56,-46.95,1
536,-19.8,-43.95,1
537,-3.76,-38.55,1
538,-15.79,-48.06,16
539,-22.97,-43.02,8
540,-28.49,-49.36,2
541,-15.63,-56.06,2
542,-19.93,-40.6,2
543,-19.91,-43.94,1
544,-19.81,-43.18,1
