,lat,long,N
724,-23.35,-45.13,2
725,-24.34,-47.01,2
726,-22.82,-43.32,1
727,-7.15,-34.88,1
728,-7.06,-34.85,2
729,9.15,-83.75,3
730,-25.23,-50.05,12
731,-16.73,-43.86,1
732,-24.55,-48.68,2
733,-22.59,-43.41,4
734,-29.51,-49.86,3
735,-27.6,-48.5,2
736,-15.65,-47.79,1
737,-20.52,-41.1,1
738,-41.47,-72.96,1
739,25.4,-80.58,1
740,-24.44,-47.06,1
741,-23.42,-46.02,5
742,-22.85,-46.33,1
743,-7.23,-39.38,1
744,-10.18,-48.33,2
745,-15.33,-44.24,1
746,-15.73,-43.03,2
747,39.79,2.97,1
748,-17.75,-39.25,1
749,-15.88,-52.25,1
750,-29.97,-50.13,1
751,-3.82,-38.42,1
752,-22.85,-46.31,1
753,-22.74,-43.46,1
754,-15.63,-56.06,1
755,-25.21,-47.99,1
756,-23.59,-45.44,3
757,-4.48,-38.9,3
758,-23.73,-45.31,1
759,-22.83,-43.27,1
760,-3.03,-59.98,1
761,-44.4,-72.4,1
762,-23.35,-44.72,2
763,37.13,-8.03,1
764,-15.65,-47.86,2
765,-1.45,-48.48,1
766,-6.46,-35.68,3
767,-21.84,-43.81,1
768,-22.75,-45.57,1
769,-23.33,-46.69,1
770,-28.29,-53.51,1
771,-23.55,-46.67,1
772,-19.85,-43.97,1
773,-10.88,-47.39,2
774,-23.01,-43.45,1
775,-24.18,-46.79,1
776,41.89,-8.31,1
777,-10.2,-48.35,1
778,-23.53,-46.22,1
779,41.35,-8.47,1
780,-33.37,-71.69,1
781,-17.33,-39.22,1
782,-29.68,-52.78,2
783,-23.78,-45.36,1
784,-22.89,-43.43,1
785,-23.52,-70.45,1
786,-22.43,-42.98,2
787,-24.01,-46.55,5
788,-15.87,-52.28,3
789,-22.43,-42.03,1
790,-13.9,-53.33,1
791,11.32,-74.02,1
792,-29.93,-51.15,1
793,-22.93,-43.18,1
794,-3.04,-59.98,1
795,-31.27,-51.06,1
796,-18.24,-43.61,6
797,10.79,-68.32,1
798,-19.87,-43.97,1
799,-23.6,-45.43,1
800,-22.95,-43.27,1
801,-23.51,-47.48,1
802,-22.06,-46.56,1
803,-1.41,-48.42,1
804,-19.19,-40.1,2
805,64.02,-16.98,1
806,-19.8,-43.96,2
807,-22.98,-43.24,2
808,-41.13,-71.31,1
809,-29.34,-49.73,1
810,-23.35,-44.87,1
811,-1.28,36.82,1
812,-18.5,-53.0,2
813,-29.36,-50.82,1
814,10.0,-84.0,1
815,-29.86,-51.14,1
816,7.74,98.77,1
817,39.56,-0.5,1
818,-8.78,-63.87,1
819,-20.27,-43.93,1
820,-8.84,-42.55,1
821,-16.57,-42.9,1
822,-22.9,-43.14,1
823,-51.27,-72.35,1
824,-16.1,-47.93,3
825,-23.07,-44.96,1
826,-3.13,-60.03,1
827,-22.94,-43.27,1
828,4.6,-61.11,1
829,-19.9,-43.97,1
830,-12.62,-41.49,1
831,-20.66,-40.47,1
