,lat,long,N
0,-23.29,-68.18,1
1,-25.58,-54.52,53
2,-20.43,-41.86,1
3,-7.27,-37.35,1
4,-5.18,-37.36,27
5,-25.53,-54.57,1
6,-22.96,-43.24,37
7,-4.84,-37.25,36
8,-22.96,-43.22,93
9,-19.89,-43.93,15
10,-22.44,-44.53,33
11,-25.61,-54.48,327
12,-2.78,-55.03,2
13,-4.16,-38.11,29
14,-20.24,-46.37,2
15,-3.06,-60.01,4
16,-2.75,-42.83,72
17,-34.38,-53.84,1
18,10.21,-84.37,1
19,-21.84,-43.79,1
20,-22.46,-42.06,1
21,-15.78,-47.89,21
22,-32.57,-53.37,1
23,-22.42,-42.97,22
24,-22.44,-43.16,4
25,-22.96,-43.27,120
26,-14.17,-47.82,3
27,-15.74,-47.93,10
28,-22.93,-43.2,4
29,-22.96,-43.25,9
30,10.44,-64.17,1
31,-29.19,-51.2,5
32,-25.7,-54.44,6
33,-22.43,-43.25,4
34,-22.45,-42.98,19
35,38.65,-9.24,1
36,-3.09,-59.93,21
37,-22.11,-45.06,1
38,-24.31,-47.0,5
39,-22.47,-43.0,2
40,-23.01,-45.57,4
41,-29.1,-49.64,1
42,-25.41,-51.52,1
43,-22.52,-42.98,6
44,-20.15,-46.66,13
45,-2.8,-40.51,14
46,-22.92,-43.18,5
47,-15.74,-47.92,72
48,-3.69,-40.34,45
49,-22.97,-43.25,3
50,42.03,-8.16,5
51,-25.59,-53.73,1
52,11.24,-74.19,34
53,19.19,-99.81,1
54,-25.18,-54.29,1
55,9.78,-84.61,1
56,-15.41,-55.85,2
57,-12.97,-41.33,1
58,-2.49,-44.29,15
59,-30.14,-51.23,1
60,-7.23,-39.41,2
61,-22.45,-42.99,80
62,-7.25,-39.5,2
63,9.39,-84.15,1
64,-9.01,-42.69,3
65,9.93,-84.08,4
66,-22.51,-42.28,2
67,-25.69,-54.44,3
68,-15.46,-55.83,3
69,-1.44,-48.46,3
70,-18.92,-48.24,1
