,0
947617828110327808,PARQUE NACIONAL DO PICO DA NEBLINA
947565569167020033,PARQUE NACIONAL RESTINGA DE JURUBATIBA
947557984938463233,ESTAÇÃO ECOLÓGICA DO TAIM
947554219720134656,PARQUE NACIONAL DA SERRA DA BOCAINA
947553551525597184,PARQUE NACIONAL DE SETE CIDADES
947550889878933509,PARQUE NACIONAL DA SERRA DOS ORGÃOS
947530853378416641,PARQUE NACIONAL RESTINGA DE JURUBATIBA
947459069043978240,PARQUE NACIONAL DO IGUAÇU
947455334565769217,PARQUE NACIONAL DA SERRA DA CANASTRA
947454820738371584,PARQUE NACIONAL DA SERRA DA CANASTRA
947450255326502912,ÁREA DE PROTEÇÃO AMBIENTAL DE PETRÓPOLIS
947441818429399042,PARQUE NACIONAL DA CHAPADA DOS VEADEIROS
947440496900820993,PARQUE NACIONAL DA TIJUCA
947439978476433408,PARQUE NACIONAL DA TIJUCA
947346593187057665,PARQUE NACIONAL DE PACAÁS NOVOS
947343008122523649,PARQUE NACIONAL DA SERRA DO DIVISOR
947318670522535936,PARQUE NACIONAL DO ITATIAIA
947296065295978496,APA DE SÃO JOSÉ
947259535676334080,PARQUE NACIONAL DOS LENÇOIS MARANHENSES
947240827289468928,PARQUE NACIONAL MONTANHAS DO TUMUCUMAQUE
947225803150036994,FLORESTA NACIONAL DE AÇU
947141030217945088,PARQUE NACIONAL DO IGUAÇU
947115374126026753,PARQUE NATURAL MUNICIPAL DA GROTA DE MIRASSOL
947113643405205504,PARQUE NACIONAL DA CHAPADA DOS GUIMARÃES
947108274528190464,PARQUE NACIONAL DO IGUAÇU
947085121554960386,PARQUE ESTADUAL DOS TRÊS PICOS
947084766746202118,PARQUE ESTADUAL DO RIO TURVO
947079229476237318,PARQUE ESTADUAL DOS TRÊS PICOS
947078656966451200,PARQUE NACIONAL DO ITATIAIA
946909750868013056,PARQUE ESTADUAL DO SUMIDOURO
946905620770324480,FLORESTA NACIONAL DE BRASÍLIA
946903009220530176,PARQUE NACIONAL DA AMAZÔNIA
946886079390420992,PARQUE NACIONAL DA CHAPADA DAS MESAS
946879185657753600,PARQUE NACIONAL DO IGUAÇU
946859085013581826,PARQUE NACIONAL DA TIJUCA
946848175633166336,PARQUE NACIONAL DA CHAPADA DOS VEADEIROS
946829490050732032,FLORESTA NACIONAL DE CAXIUANÃ
946828674581528576,PARQUE NACIONAL DAS EMAS
946795273170305025,ÁREA DE RELEVANTE INTERESSE ECOLÓGICA VASSUNUNGA
946782819463909377,PARQUE NACIONAL DO CATIMBAU
946777906017132545,FLORESTA NACIONAL DE SARACÁ-TAQUERA
946742625985425408,PARQUE NACIONAL DA SERRA DA CAPIVARA
946742160321400832,PARQUE NACIONAL DA SERRA DO CIPÓ
946739846579662853,PARQUE ESTADUAL DO SUMIDOURO
946739753910722560,PARQUE ESTADUAL DO SUMIDOURO
946739688668266497,PARQUE ESTADUAL DO SUMIDOURO
946724781319213056,PARQUE NACIONAL DAS EMAS
946708366570741760,PARQUE NACIONAL DA AMAZÔNIA
946665319728402432,PARQUE ESTADUAL DOS TRÊS PICOS
946536248465817600,PARQUE NACIONAL DA TIJUCA
946529843901902850,PARQUE NACIONAL DA SERRA DA CANASTRA
946485875596242944,PARQUE NACIONAL DO IGUAÇU
946478703525101570,PARQUE NACIONAL DO IGUAÇU
946478153572200449,PARQUE NACIONAL DO IGUAÇU
946472456201687040,PARQUE NACIONAL DO IGUAÇU
946470821979217920,ESTAÇÃO ECOLÓGICA DE CAETÉS
946464126242607105,PARQUE NACIONAL DO IGUAÇU
946463770263674882,PARQUE NACIONAL DO IGUAÇU
946462285278543875,PARQUE NACIONAL DO IGUAÇU
946457183159574528,PARQUE NACIONAL DA CHAPADA DOS VEADEIROS
946416779903094785,PARQUE NATURAL MUNICIPAL DA PRAINHA
946416138157780992,PARQUE NACIONAL DA SERRA DA BOCAINA
946406332470571008,PARQUE NACIONAL DO ITATIAIA
946388991837900800,PARQUE NACIONAL DA SERRA DA BOCAINA
946370172373286912,FLORESTA NACIONAL DE IPANEMA
946368660486139904,PARQUE NACIONAL DE SETE CIDADES
946365672304586753,PARQUE ESTADUAL DOS MANANCIAIS DE CAMPOS DO JORDÃO
