,lat,long,N
0,-4.84,-37.25,6
1,-22.45,-42.98,37
2,-22.41,-42.97,3
3,-22.96,-43.18,22
4,-19.98,-43.86,3
5,-2.75,-42.83,147
6,-26.92,-48.64,38
7,-22.94,-43.2,1
8,-22.49,-44.55,2
9,-19.92,-43.93,527
10,-3.84,-40.9,24
11,-22.45,-42.99,78
12,-15.45,-55.75,1
13,-21.79,-46.59,77
14,-22.48,-44.55,1
15,-22.96,-43.49,5
16,-15.58,-56.1,84
17,-29.31,-50.85,150
18,-25.61,-54.48,397
19,14.77,-91.18,10
20,-19.07,-43.55,1
21,-22.98,-43.3,13
22,-3.1,-60.03,312
23,-11.55,-41.16,193
24,-26.23,-48.5,2
25,-22.93,-43.43,11
26,-4.15,-38.11,17
27,-23.02,-43.47,4
28,-23.83,-45.36,10
29,-14.17,-47.82,27
30,-20.06,-44.03,79
31,-23.46,-46.76,56
32,-20.6,-40.43,30
33,-22.96,-42.99,1
34,-9.61,-35.76,12
35,-22.39,-43.13,1
36,19.16,-99.76,1
37,-19.92,-43.94,33
38,-15.37,-55.85,3
39,-22.46,-44.6,15
40,-14.18,-47.82,3
41,-29.49,-51.36,50
42,-25.55,-54.57,34
43,-23.5,-46.87,101
44,-22.4,-43.13,153
45,-29.45,-51.31,88
46,-16.7,-49.24,280
47,-23.46,-46.64,73
48,-22.44,-43.14,2
49,-23.87,-46.57,13
50,-24.04,-48.01,3
51,-29.36,-49.73,39
52,-22.4,-42.95,2
53,-22.34,-48.76,8
54,-23.51,-46.73,1
55,-22.96,-43.27,257
56,-18.42,-43.49,1
57,-22.94,-43.18,7
58,-23.63,-46.52,8
59,-17.77,-48.66,3
60,-18.59,-46.51,1
61,-2.8,-40.52,43
62,-15.74,-47.92,129
63,-22.41,-44.54,1
64,-23.26,-47.3,2
65,-19.93,-43.93,12
66,-22.43,-42.97,2
67,-23.41,-46.04,59
68,-25.25,-50.01,53
69,-27.9,-52.22,7
70,-21.21,-47.8,97
71,-22.4,-42.98,1
72,-23.72,-46.04,7
73,-9.39,-40.5,28
74,-3.1,-60.02,138
75,-18.24,-43.6,2
76,-22.41,-42.96,1
77,-21.42,-48.51,12
78,-22.9,-43.23,2
79,-17.76,-50.9,1
80,-29.05,-50.14,24
81,-3.11,-59.98,26
82,-25.9,-57.12,1
83,-3.69,-40.36,45
84,-21.78,-45.84,2
85,-15.44,-55.82,2
86,-15.83,-47.93,1
87,-25.16,-53.87,1
88,-28.29,-53.51,1
89,-22.86,-48.44,4
90,-19.89,-44.0,15
91,-23.03,-45.58,22
92,-5.05,-42.84,1
93,-2.67,-42.85,26
94,-28.14,-54.75,5
95,-26.88,-49.08,1
96,-23.79,-46.5,3
97,-23.34,-44.88,2
98,-29.64,-52.2,47
99,-25.78,-49.7,3
100,-27.59,-48.54,1
101,-25.45,-49.38,47
102,-16.63,-49.25,22
103,-7.22,-39.44,4
104,-23.49,-46.87,2
105,42.16,-71.52,1
106,-23.89,-46.49,4
107,-19.89,-43.92,7
108,-15.42,-55.83,3
109,-19.9,-44.03,2
110,-25.24,-53.98,6
111,-22.46,-44.44,2
112,-19.72,-43.93,24
113,-19.35,-43.64,1
114,-23.85,-46.47,7
115,-19.76,-44.08,1
116,-23.01,-46.84,1
117,-18.21,-45.23,7
118,-30.2,-57.52,1
119,-22.97,-43.23,5
120,-22.43,-47.57,1
121,-7.99,-34.91,1
122,-29.35,-50.83,5
123,-20.33,-40.39,1
124,-22.98,-47.0,26
125,-15.41,-55.83,45
126,-27.57,-48.54,25
127,-22.96,-43.17,1
128,-23.99,-46.41,4
129,-3.75,-38.51,1
130,-23.4,-46.58,20
131,0.05,-51.06,2
132,-20.39,-41.02,27
133,-24.93,-48.28,1
134,-6.09,-35.19,2
135,-7.15,-34.85,1
136,0.04,-51.06,11
137,-19.82,-43.94,1
138,-23.59,-46.61,4
139,-7.03,-37.28,6
140,-23.52,-46.19,1
141,-19.83,-43.94,1
142,-30.22,-51.08,1
143,-19.8,-41.72,9
144,-17.57,-52.55,1
145,-29.35,-53.09,3
146,-21.77,-42.54,1
147,-8.0,-34.93,2
148,-33.43,-70.63,1
149,-29.85,-51.14,2
150,-23.6,-46.67,2
151,-22.44,-42.97,1
152,-25.44,-49.32,1
153,-22.51,-43.18,7
154,-16.76,-43.89,41
155,-27.01,-48.64,11
156,-22.43,-43.16,27
157,-23.65,-46.64,1
158,-22.76,-47.15,5
159,-25.69,-54.44,32
160,-29.34,-53.09,1
161,-20.66,-40.47,23
162,17.48,-92.05,1
163,-23.47,-46.64,3
164,-22.92,-43.27,4
165,-23.54,-46.58,1
166,39.85,-6.03,6
167,-22.46,-42.99,3
168,-29.34,-53.08,1
169,-18.87,-48.29,18
170,-27.73,-48.51,8
171,-23.43,-47.6,12
172,-23.61,-46.69,2
173,-23.71,-46.53,2
174,-22.6,-43.24,3
175,-22.97,-43.25,5
176,-22.37,-47.37,1
177,-16.74,-43.88,3
178,-29.46,-51.96,4
179,-19.62,-42.79,5
180,-18.24,-43.61,11
181,-8.59,-37.24,3
182,-23.54,-46.91,2
183,-15.46,-55.75,1
184,-23.57,-46.78,36
185,-15.44,-55.75,2
186,-32.55,-52.55,4
187,-21.79,-46.56,7
188,-25.25,-50.02,3
189,-18.21,-45.24,3
190,-3.03,-59.98,7
191,-19.96,-43.97,5
192,-20.62,-46.05,1
193,-23.53,-46.88,1
194,-22.16,-42.77,1
195,-22.4,-42.61,1
196,-22.97,-43.21,3
197,-22.73,-42.95,1
198,-1.46,-48.47,1
199,-31.75,-52.4,1
200,-6.06,-49.92,10
201,-20.31,-40.34,29
202,-6.46,-35.67,16
203,-16.65,-49.29,1
204,-4.7,-37.37,1
205,-22.87,-43.78,18
206,-8.61,-37.24,2
207,-33.58,-70.58,1
208,-23.4,-45.12,13
209,-19.93,-43.95,6
210,-3.69,-40.35,1
211,-3.77,-38.66,1
212,-4.27,-56.0,2
213,-19.94,-43.92,7
214,-23.97,-46.35,2
215,-23.63,-46.58,10
216,-23.33,-46.69,7
217,-29.96,-51.61,9
218,-16.75,-43.88,13
219,-23.49,-46.88,1
220,-15.77,-47.89,1
221,-19.93,-44.13,1
222,-16.75,-43.89,3
223,-17.74,-48.63,1
224,-30.0,-51.07,1
225,-20.03,-48.93,1
226,-5.11,-42.79,1
227,37.14,-8.02,2
228,-19.63,-43.24,1
229,-9.64,-35.73,2
230,-16.71,-43.85,1
231,-22.51,-47.18,2
232,-18.57,-53.13,1
233,-18.76,-44.42,3
234,-27.9,-53.31,1
235,-23.55,-45.52,2
236,-22.48,-44.61,1
237,-30.34,-51.03,9
238,-22.46,-44.45,1
239,-4.16,-38.11,58
240,-19.92,-43.96,3
241,-22.38,-42.92,2
242,-25.12,-50.15,1
243,-21.8,-46.53,1
244,-22.93,-43.39,11
245,-23.88,-46.49,18
246,-23.37,-45.68,1
247,-16.75,-43.87,2
248,-9.66,-35.74,1
249,-20.23,-70.14,1
250,-24.97,-53.47,1
251,-15.05,-42.95,1
252,-7.24,-39.42,2
253,-21.3,-46.71,2
254,-3.08,-60.01,21
255,-29.65,-52.21,2
256,-19.89,-43.81,2
