,lat,long,N
0,-29.45,-51.31,211
1,-22.45,-42.99,52
2,-24.56,-48.67,27
3,-2.75,-42.83,67
4,11.22,-74.18,5
5,-25.53,-54.59,131
6,-21.71,-43.9,8
7,-20.39,-41.03,71
8,-29.35,-49.74,4
9,-22.46,-44.59,36
10,-30.35,-51.03,9
11,-22.92,-43.27,7
12,-29.31,-50.85,195
13,-17.78,-48.75,1
14,-21.72,-43.93,9
15,-20.02,-44.01,2
16,-18.47,-43.32,5
17,-5.12,-42.79,14
18,-16.7,-49.24,191
19,-22.65,-44.58,12
20,-23.49,-46.44,13
21,-25.25,-50.01,34
22,-22.87,-43.78,220
23,-22.9,-43.19,174
24,-20.72,-42.42,13
25,-22.91,-42.04,2
26,-20.35,-40.33,3
27,-14.18,-47.82,7
28,-22.58,-43.4,10
29,-25.25,-50.02,14
30,-20.61,-40.44,6
31,-9.61,-35.76,249
32,-8.0,-34.92,32
33,-25.1,-50.2,4
34,-16.75,-43.89,12
35,-2.91,-78.96,1
36,-2.9,-79.01,1
37,-16.63,-49.25,19
38,-22.96,-43.28,39
39,-3.1,-60.03,224
40,-23.72,-46.04,27
41,-26.92,-49.25,4
42,-21.21,-47.8,86
43,-22.97,-43.25,5
44,-20.61,-41.21,2
45,-16.65,-49.28,8
46,-22.41,-47.55,7
47,-18.57,-53.13,2
48,-22.93,-43.44,66
49,-29.05,-50.14,22
50,-29.18,-50.08,2
51,-20.6,-40.43,134
52,-22.97,-43.23,13
53,-15.58,-56.1,28
54,-21.71,-43.42,27
55,-29.1,-49.97,2
56,-23.46,-46.76,20
57,-2.5,-43.25,16
58,-23.46,-46.64,21
59,-22.92,-43.26,5
60,-22.85,-46.33,10
61,-19.92,-43.94,141
62,-9.02,-42.69,12
63,-25.45,-49.38,34
64,-22.99,-43.22,21
65,-21.73,-43.92,15
66,-22.96,-43.27,49
67,-23.5,-46.87,120
68,-23.6,-45.43,29
69,-22.97,-43.03,2
70,-25.63,-54.45,29
71,-23.4,-46.58,12
72,-1.42,-48.45,10
73,-22.63,-43.26,3
74,-22.51,-43.18,13
75,-17.87,-44.17,3
76,-8.28,-35.94,6
77,-12.15,-77.02,46
78,-23.54,-46.56,1
79,-20.14,-44.2,40
80,-29.19,-49.99,16
81,-22.25,-47.82,1
82,-20.3,-40.34,3
83,-23.91,-48.02,2
84,-23.96,-48.02,1
85,-4.15,-38.11,39
86,-19.51,-43.75,23
87,-33.52,-70.8,2
88,-7.06,-34.85,9
89,-29.49,-51.36,76
90,-21.79,-46.59,68
91,-22.52,-52.15,4
92,-22.81,-43.43,4
93,-24.72,-48.06,1
94,-17.77,-48.66,18
95,9.77,-83.8,1
96,-3.84,-40.9,22
97,-41.59,-72.57,1
98,-22.21,-41.48,1
99,-15.72,-47.91,3
100,-18.87,-41.94,3
101,-24.93,-48.28,1
102,-3.69,-40.35,6
103,-19.89,-44.04,2
104,-15.79,-48.06,45
105,-23.22,-45.89,1
106,-15.65,-47.84,3
107,-8.13,-34.9,7
108,-39.15,-71.71,3
109,-19.58,-65.76,1
110,-23.04,-43.5,13
111,-23.42,-46.02,8
112,-25.58,-54.55,17
113,-29.92,-51.17,96
114,34.79,-87.67,1
115,-15.46,-55.75,12
116,-20.61,-40.43,5
117,-3.77,-38.55,2
118,-23.48,-46.75,10
119,-19.92,-43.93,301
120,-28.14,-54.75,59
121,-22.43,-43.25,7
122,-29.36,-49.73,34
123,-23.12,-46.54,7
124,-51.0,-73.0,2
125,-15.36,-47.45,1
126,-2.91,-41.74,1
127,-20.62,-40.43,1
128,-6.46,-35.67,3
129,-25.36,-51.47,10
130,-27.23,-53.85,2
131,39.85,-6.03,28
132,-24.58,-48.61,2
133,-2.62,-60.95,2
134,-3.06,-60.01,4
135,-24.02,-48.35,1
136,-8.35,-36.03,7
137,-25.58,-54.52,40
138,-23.48,-46.6,2
139,-23.97,-46.35,46
140,-19.9,-43.93,8
141,-22.96,-43.24,55
142,-19.93,-43.93,75
143,-22.91,-43.24,7
144,-41.33,-72.97,1
145,-25.7,-54.44,1
146,37.14,-8.02,2
147,-22.96,-43.25,1
148,-18.57,-43.56,1
149,-25.47,-56.02,1
150,-15.78,-47.89,15
151,-23.57,-46.78,9
152,-22.43,-42.98,1
