,0
153240236506353665,PARQUE ESTADUAL SETE SALÕES
153201565937844225,PARQUE NACIONAL DA TIJUCA
153173692900327424,PARQUE NACIONAL DA TIJUCA
153123724403552257,PARQUE NACIONAL DO IGUAÇU
153105348725714944,PARQUE NACIONAL DA TIJUCA
153076828750364672,PARQUE ESTADUAL DA PEDRA AZUL
152927477646372865,PARQUE NACIONAL DA SERRA DA CANASTRA
152925998340521984,PARQUE NACIONAL DA SERRA DA CANASTRA
152906722527293440,PARQUE ESTADUAL DA SERRA DO MAR
152886785888894979,RESERVA BIOLÓGICA DE SOORETAMA
152861640642138112,PARQUE NACIONAL DO IGUAÇU
152835085513666560,PARQUE NACIONAL DO IGUAÇU
152833415362781184,PARQUE NACIONAL DO IGUAÇU
152831373512687616,PARQUE NACIONAL DO IGUAÇU
152815408150351872,PARQUE NACIONAL DO IGUAÇU
152813277213241344,PARQUE ESTADUAL PAULO CÉSAR VINHA
152802058653806592,PARQUE NACIONAL DA TIJUCA
152788541443805184,PARQUE NACIONAL DO IGUAÇU
152782687030087680,PARQUE NACIONAL DA TIJUCA
152782149592940545,PARQUE NACIONAL DO IGUAÇU
152777426517233664,PARQUE NACIONAL DE UBAJARA
152764962543120385,PARQUE NACIONAL DO IGUAÇU
152763563784667137,PARQUE NACIONAL DA TIJUCA
152757347276693506,PARQUE NACIONAL DA TIJUCA
152751089442226177,PARQUE NACIONAL DA TIJUCA
152747827053858816,PARQUE NACIONAL DA TIJUCA
152742538669867009,PARQUE NACIONAL DO IGUAÇU
152734555613306882,PARQUE ESTADUAL DE VILA VELHA
152684692943024128,PARQUE NACIONAL DA TIJUCA
152660245322280960,PARQUE ESTADUAL DO RIO DOCE
152613423518203904,PARQUE NATURAL MUNICIPAL DA CATACUMBA
152613336129867777,PARQUE NATURAL MUNICIPAL CHICO MENDES
152613273747988480,PARQUE NATURAL MUNICIPAL BOSQUE DA BARRA
152528219579490305,PARQUE ESTADUAL DE VILA VELHA
152450561004937216,PARQUE NACIONAL DA TIJUCA
152441622154579968,PARQUE ESTADUAL DE VILA VELHA
152416960687255552,PARQUE ESTADUAL DO DESENGANO
152411738975899649,PARQUE NACIONAL DE BRASÍLIA
152380670595960832,PARQUE NACIONAL DA TIJUCA
152380056533073920,PARQUE NACIONAL DE JERICOACOARA
152380055891345409,PARQUE NACIONAL DE JERICOACOARA
152380054985379840,PARQUE NACIONAL DE JERICOACOARA
152380054863753216,PARQUE NACIONAL DE JERICOACOARA
152212865720393728,PARQUE NACIONAL DE SETE CIDADES
152162544893693952,PARQUE NACIONAL DA TIJUCA
152029625281814528,PARQUE NATURAL MUNICIPAL DA CAIEIRA
152013354624491521,PARQUE ESTADUAL DO JARAGUÁ
152000677361623041,PARQUE NACIONAL SERRA DA MOCIDADE
151999820591149056,PARQUE NACIONAL DA CHAPADA DIAMANTINA
151988609740840960,PARQUE NACIONAL DE BRASÍLIA
151965018320142336,PARQUE NACIONAL DE PACAÁS NOVOS
151963011752538112,PARQUE NACIONAL DO JAÚ
151961994226962432,PARQUE NACIONAL DO CABO ORANGE
151961211133632512,PARQUE NACIONAL DO ARAGUAIA
151960257227272193,PARQUE NACIONAL DA AMAZÔNIA
151837799576911872,ÁREA DE PROTEÇÃO AMBIENTAL DA MARITUBA DO PEIXE
151834991112888322,PARQUE ESTADUAL DO RIO DOCE
151815990299213825,PARQUE ESTADUAL DE VILA VELHA
151779324012412928,PARQUE NACIONAL DE SETE CIDADES
151746508205727746,PARQUE NACIONAL DE UBAJARA
151731390956838912,PARQUE NACIONAL DO IGUAÇU
151690210630057984,PARQUE ESTADUAL DE VILA VELHA
151664678081269760,FLORESTA NACIONAL DE IPANEMA
151656684144697344,PARQUE NACIONAL DE UBAJARA
151656491080880128,PARQUE ESTADUAL DO RIO VERMELHO
151653269066874881,PARQUE NACIONAL DE UBAJARA
151653264499286017,PARQUE NACIONAL DE UBAJARA
151632347949842433,PARQUE ESTADUAL DO RIO VERMELHO
151612490525061120,PARQUE NACIONAL DE BRASÍLIA
151606152508096512,PARQUE NACIONAL DA TIJUCA
151514414531624960,PARQUE ESTADUAL DE ITAPUÃ
