author_id,name,username,verified,created_at,id,in_reply_to_user_id,like_count,quote_count,reply_count,retweet_count,place_id,country,country_code,full_name,place_type,coordinates,text,-2
272286181,Jackie,JackieLovella,False,2011-09-22T19:00:10.000Z,116949928714059776,,0,0,0,0,,,,,,,"Para evitar matança, Quênia transfere 200 elefantes para parque nacional: Com expansão humana para terras selvag... http://t.co/KZy5A4rm",
272284628,Raissa Banhares,RaissaBanhares,False,2011-09-22T19:00:10.000Z,116949928500150272,,0,0,0,0,,,,,,,"Para evitar matança, Quênia transfere 200 elefantes para parque nacional: Com expansão humana para terras selvag... http://t.co/9zTIoP0l",
272283020,Lucas Alfredo,LucasAlfredoo,False,2011-09-22T19:00:10.000Z,116949928340766720,,0,0,0,0,,,,,,,"Para evitar matança, Quênia transfere 200 elefantes para parque nacional: Com expansão humana para terras selvag... http://t.co/Nm2DzcNF",
272281734,Paulinho,PaulinhoMarsoll,False,2011-09-22T19:00:10.000Z,116949928038760448,,0,0,0,0,,,,,,,"Para evitar matança, Quênia transfere 200 elefantes para parque nacional: Com expansão humana para terras selvag... http://t.co/HaGTlU9l",
272278778,Ana M. Bittencourt,AnaMariaBittenc,False,2011-09-22T19:00:10.000Z,116949927803879424,,0,0,0,0,,,,,,,"Para evitar matança, Quênia transfere 200 elefantes para parque nacional: Com expansão humana para terras selvag... http://t.co/nHY3gIOz",
272280310,Marielle,MarielleMarsila,False,2011-09-22T19:00:10.000Z,116949927795503104,,0,0,0,0,,,,,,,"Para evitar matança, Quênia transfere 200 elefantes para parque nacional: Com expansão humana para terras selvag... http://t.co/SWbFNQSp",
271795559,Lucas e Mariana,LucasEMarinaa,False,2011-09-22T19:00:10.000Z,116949927120207872,,0,0,0,0,,,,,,,"Para evitar matança, Quênia transfere 200 elefantes para parque nacional: Com expansão humana para terras selvag... http://t.co/cockgU4E",
271780037,Brunella marcoli,BruneiMarcoli,False,2011-09-22T19:00:10.000Z,116949927044718592,,0,0,0,0,,,,,,,"Para evitar matança, Quênia transfere 200 elefantes para parque nacional: Com expansão humana para terras selvag... http://t.co/bR81iP4x",
271773083,Ariadne Grando,AriadneGrando,False,2011-09-22T19:00:09.000Z,116949926562373633,,0,0,0,0,,,,,,,"Para evitar matança, Quênia transfere 200 elefantes para parque nacional: Com expansão humana para terras selvag... http://t.co/aeAXeMTC",
271765285,Rafael Marconi,RafaelMarcooni,False,2011-09-22T19:00:09.000Z,116949926218436608,,0,0,0,0,,,,,,,"Para evitar matança, Quênia transfere 200 elefantes para parque nacional: Com expansão humana para terras selvag... http://t.co/5KQOYTva",
271250413,Tiago Marcos,TihagoMarcos,False,2011-09-22T19:00:09.000Z,116949926038081536,,0,0,0,0,,,,,,,"Para evitar matança, Quênia transfere 200 elefantes para parque nacional: Com expansão humana para terras selvag... http://t.co/NHHWI8Yd",
271243603,Ari Bella,AricaBellaa,False,2011-09-22T19:00:09.000Z,116949925228589056,,0,0,0,0,,,,,,,"Para evitar matança, Quênia transfere 200 elefantes para parque nacional: Com expansão humana para terras selvag... http://t.co/nbM4tDXq",
271241518,Helena Marsilac,HelenaMarsilac,False,2011-09-22T19:00:09.000Z,116949924993703936,,0,0,0,0,,,,,,,"Para evitar matança, Quênia transfere 200 elefantes para parque nacional: Com expansão humana para terras selvag... http://t.co/29ru8wmj",
271239952,Mariana Lerra,MarianaLerra,False,2011-09-22T19:00:09.000Z,116949924800774144,,0,0,0,0,,,,,,,"Para evitar matança, Quênia transfere 200 elefantes para parque nacional: Com expansão humana para terras selvag... http://t.co/xBM2WcJc",
271238396,Raquel Paxeco,RaqsPaxeco,False,2011-09-22T19:00:09.000Z,116949924595245056,,0,0,0,0,,,,,,,"Para evitar matança, Quênia transfere 200 elefantes para parque nacional: Com expansão humana para terras selvag... http://t.co/h6n1oM3p",
