,0
285809009754259457,"[-43.9450948, -19.9227318]"
285352101595447296,"[-40.4968875, -9.3817334]"
285096042242904064,"[-43.1785356, -22.5075743]"
284375416343494656,"[-43.9450948, -19.9227318]"
283991056339566592,"[-44.9642044, -22.5783685]"
283955317719568385,"[-43.2093727, -22.9110137]"
283871650578046976,"[-43.8717676, -16.7273538]"
283606828397498368,"[-43.2093727, -22.9110137]"
283255627155922948,"[-46.6333824, -23.5506507]"
282900548791980033,"[-43.2093727, -22.9110137]"
282865969829924865,"[-46.6333824, -23.5506507]"
282627350024314880,"[-43.2093727, -22.9110137]"
282576000083185664,"[-43.2093727, -22.9110137]"
268526461495939072,"[-87.6244212, 41.8755616]"
268390945718931456,"[-43.9450948, -19.9227318]"
267659177650954241,"[-43.2093727, -22.9110137]"
267352878799282176,"[-71.3187697, -31.7613365]"
266244920682115073,"[-48.4682453, -1.45056]"
265557307079942145,"[-34.882028, -7.1215981]"
265490651712454657,"[-8.417882, 41.8471981]"
265434138344034304,"[-46.8764612, -23.5112184]"
265196736203591680,"[-43.9450948, -19.9227318]"
265183864975138817,"[-43.9450948, -19.9227318]"
264838926869606402,"[-46.8764612, -23.5112184]"
264833636145192960,"[-42.975194, -22.4164578]"
264168727870861312,"[-51.114965, -27.0628367]"
263721308926394369,"[-43.1154552, -22.8832371]"
262203335317278720,"[-46.8764612, -23.5112184]"
261493648716349440,"[-49.7071698, -23.0406405]"
261409468443656192,"[-41.3326895, -21.7558619]"
260156682095697920,"[-35.1045787, -8.7500009]"
260147813613199360,"[-34.8848193, -8.0584933]"
259999433184395265,"[-43.2093727, -22.9110137]"
259827300353310723,"[-43.9450948, -19.9227318]"
259751843175989248,"[-43.2093727, -22.9110137]"
259741091597799424,"[-51.2303767, -30.0324999]"
259372884965871616,"[-43.9450948, -19.9227318]"
258399156031340544,"[-46.6333824, -23.5506507]"
258233383174418432,"[-43.9450948, -19.9227318]"
258188064529215488,"[-43.8470691, -19.9854089]"
258032599790915586,"[-43.9450948, -19.9227318]"
