,0
815329583029317632,PARQUE NACIONAL DA SERRA DOS ORGÃOS
815300026448642048,PARQUE NACIONAL DO IGUAÇU
815300024791863300,PARQUE NACIONAL DO IGUAÇU
815299374519648257,PARQUE NACIONAL DO IGUAÇU
815298752487583744,PARQUE NACIONAL DO IGUAÇU
815294238292410368,PARQUE NACIONAL DO IGUAÇU
815294210161123329,RESERVA BIOLÓGICA DE UNA
815293245903278081,PARQUE NACIONAL DO IGUAÇU
815274576741548032,PARQUE NACIONAL DA SERRA DA CANASTRA
815272281391984640,PARQUE NACIONAL DO IGUAÇU
815271460482781184,ÁREA DE PROTEÇÃO AMBIENTAL DAS NASCENTES DO RIO VERMELHO
815271433068802048,ÁREA DE PROTEÇÃO AMBIENTAL DAS NASCENTES DO RIO VERMELHO
815264062405771264,PARQUE NACIONAL DO IGUAÇU
815189152249630720,PARQUE NACIONAL DO ITATIAIA
815178790536093696,FLORESTA NACIONAL DE CANELA
815174117120950273,PARQUE NACIONAL DO ITATIAIA
815168937990225920,PARQUE NACIONAL DO ITATIAIA
815164340064157696,APA DA PEDRA BRANCA
815154447768764416,PARQUE NACIONAL DO ITATIAIA
815151511701508096,PARQUE NACIONAL DO ITATIAIA
815143469731684352,PARQUE NACIONAL DA SERRA GERAL
815143215850553345,PARQUE NACIONAL DA TIJUCA
815113771173744640,PARQUE NACIONAL DA CHAPADA DOS VEADEIROS
815090164435275777,ÁREA DE PROTEÇÃO AMBIENTAL DE PETRÓPOLIS
815002684612743168,PARQUE NACIONAL DA TIJUCA
814996557238071296,ÁREA DE PROTEÇÃO AMBIENTAL DE PETRÓPOLIS
814993467273347072,PARQUE NACIONAL DO IGUAÇU
814974712631726080,PARQUE NACIONAL DA TIJUCA
814970240874455040,PARQUE NACIONAL DO ITATIAIA
814965329386422272,PARQUE NACIONAL SERRA DAS CONFUSÕES
814959985859903488,RESERVA EXTRATIVISTA RIO OURO PRETO
814959955845480449,RESERVA EXTRATIVISTA RIO OURO PRETO
814957839747784704,PARQUE ESTADUAL DA SERRA DO CONDURU
814947876036079616,PARQUE NACIONAL DA SERRA DA CAPIVARA
814944030207393793,PARQUE ESTADUAL MÃE BONIFÁCIA
814937785161383937,PARQUE NACIONAL DE ILHA GRANDE
814932803007737857,PARQUE NACIONAL DO IGUAÇU
814929673541091330,PARQUE NACIONAL DO IGUAÇU
814928090409353216,FLORESTA NACIONAL DE IPANEMA
814927475679621120,PARQUE NACIONAL DA TIJUCA
814922459023556613,ÁREA DE PROTEÇÃO AMBIENTAL DE PETRÓPOLIS
814920836561956864,FLORESTA NACIONAL DE RIO PRETO
814920808028110848,FLORESTA NACIONAL DE RIO PRETO
814912390105939968,PARQUE NACIONAL DO ITATIAIA
814901691837517824,ÁREA DE PROTEÇÃO AMBIENTAL DE PETRÓPOLIS
814901253360730112,ÁREA DE PROTEÇÃO AMBIENTAL DE PETRÓPOLIS
814900985822932992,ÁREA DE PROTEÇÃO AMBIENTAL DE PETRÓPOLIS
814900896610062337,ÁREA DE PROTEÇÃO AMBIENTAL DE PETRÓPOLIS
814900708642263044,ÁREA DE PROTEÇÃO AMBIENTAL DE PETRÓPOLIS
814897890350931968,ÁREA DE PROTEÇÃO AMBIENTAL DE PETRÓPOLIS
814896364089999360,ÁREA DE PROTEÇÃO AMBIENTAL DE PETRÓPOLIS
