,lat,long,N
0,-15.3,-55.87,4
1,-16.72,-49.27,1
2,-23.5,-46.87,25
3,-22.41,-45.44,15
4,-23.59,-46.63,1
5,-23.51,-46.69,2
6,-25.32,-49.29,5
7,-51.05,-72.99,4
8,-1.42,-48.43,90
9,-22.43,-44.61,75
10,-23.43,-47.62,1
11,-25.25,-50.01,15
12,-20.6,-40.43,22
13,-27.59,-48.54,3
14,-21.72,-43.93,34
15,-25.4,-49.29,3
16,-27.53,-48.43,1
17,-19.92,-43.94,20
18,-21.15,-47.97,2
19,-22.69,-45.48,10
20,-29.92,-51.17,21
21,-23.18,-45.89,1
22,-3.75,-38.49,47
23,-25.47,-48.84,6
24,-4.28,-55.99,4
25,-3.02,-59.94,8
26,-27.14,-53.81,1
27,-15.62,-42.55,4
28,-23.54,-46.59,1
29,-29.31,-50.85,15
30,-23.0,-44.3,1
31,-22.48,-43.06,45
32,-16.74,-43.87,1
33,-24.35,-48.98,11
34,-23.96,-48.02,2
35,-14.18,-47.82,56
36,10.63,-63.19,2
37,-29.45,-51.31,4
38,-22.96,-43.27,50
39,-24.28,-49.69,3
40,-22.96,-43.19,1
41,-19.71,-42.74,2
42,-22.97,-43.27,5
43,-22.94,-43.26,1
44,-22.95,-43.27,1
45,-9.39,-40.5,4
46,-18.22,-43.61,22
47,-22.78,-43.48,5
48,-20.07,-43.66,4
49,-22.93,-43.23,6
50,-15.56,-48.11,5
51,-22.91,-43.58,4
52,-21.84,-43.81,2
53,-22.93,-44.0,9
54,-22.9,-43.19,16
55,-12.0,-54.0,2
56,-24.54,-48.7,7
57,-6.53,-35.74,1
58,-19.55,-43.95,18
59,-6.41,-34.99,1
60,-8.67,-42.55,6
61,-23.85,-50.17,5
62,-23.64,-46.64,1
63,-22.96,-43.22,1
64,-16.64,-48.65,1
65,-31.25,-50.96,12
66,-23.04,-43.53,1
67,-22.87,-43.31,2
68,-10.78,-37.35,2
69,-9.62,-35.75,5
70,-24.27,-48.41,1
71,-22.3,-42.54,8
72,-22.87,-43.78,15
73,-25.22,-50.04,7
74,-10.55,-46.42,17
75,-22.99,-43.23,17
76,-16.44,-41.0,8
77,-20.38,-43.49,11
78,-19.35,-43.62,80
79,-12.62,-41.49,4
80,-17.09,-56.87,1
81,-20.04,-43.91,5
82,-2.8,-40.5,1
83,-24.95,-53.44,2
84,-17.75,-48.63,1
85,41.87,-8.24,90
86,-23.02,-43.47,9
87,-25.43,-49.3,1
88,-22.97,-43.2,17
89,-20.25,-46.5,24
90,-28.14,-54.75,1
91,-29.91,-51.17,2
92,-22.94,-43.29,2
93,-21.57,-45.44,5
94,-26.25,-49.52,1
95,-9.28,-43.33,3
96,-22.42,-42.61,2
97,-17.8,-43.79,3
98,-29.13,-49.99,10
99,-22.92,-43.21,3
100,-20.46,-41.78,7
101,37.78,-25.5,1
102,-23.34,-46.73,2
103,-20.32,-40.34,3
104,-23.34,-46.83,1
105,-23.52,-46.71,2
106,-21.85,-47.5,1
107,-6.08,-49.89,2
108,-21.79,-46.59,1
109,-20.41,-41.02,38
110,-29.93,-51.15,1
111,-25.53,-54.59,4
112,-18.99,-40.11,4
113,-22.95,-43.49,46
114,-2.5,-44.27,11
115,-22.53,-42.98,2
116,-4.15,-41.7,2
117,-21.71,-43.91,7
118,-23.59,-45.44,1
119,-4.16,-38.11,86
120,4.8,-75.37,1
121,-2.9,-41.78,2
122,-19.98,-43.98,3
123,-19.93,-43.93,1
124,-19.8,-43.96,2
125,-15.74,-47.93,12
126,-19.01,-43.44,4
127,-20.29,-40.32,3
128,-2.54,-43.02,9
129,-15.86,-48.04,1
130,-10.63,-36.69,1
131,-23.03,-43.47,3
132,-7.22,-39.43,16
133,-22.85,-42.85,6
134,-26.49,-49.04,12
135,-22.97,-43.25,4
136,-25.45,-49.21,7
137,-22.8,-43.54,1
138,-25.58,-54.52,7
139,-8.62,-37.15,17
140,-22.91,-43.69,7
141,-23.46,-46.76,1
142,-22.91,-43.54,1
143,-22.65,-43.04,4
144,-22.41,-47.53,8
145,-2.49,-44.29,1
146,1.83,-54.0,1
147,-23.72,-46.43,2
148,-20.29,-40.31,1
149,-38.73,-72.59,2
150,-22.46,-44.59,1
151,-20.04,-44.01,4
152,-15.8,-48.86,1
153,-25.79,-48.53,1
154,-26.42,-48.6,1
155,-27.73,-48.51,3
156,-22.62,-48.09,1
157,-12.56,-41.39,7
158,-19.91,-44.01,1
159,-17.11,-43.82,1
160,-28.46,-52.19,4
161,-22.9,-43.23,5
162,-29.34,-49.73,1
163,-20.38,-43.5,10
164,-18.16,-53.41,1
165,-22.63,-43.26,2
166,-22.99,-42.01,1
167,-19.56,-43.94,6
168,-22.91,-43.95,3
169,-22.75,-43.09,1
170,-22.76,-43.45,9
171,-22.64,-43.53,5
172,-27.79,-50.34,1
173,-8.78,-63.87,5
174,-30.38,-50.95,2
175,-22.88,-43.29,1
176,-21.98,-44.6,3
177,-23.82,-45.37,24
178,-17.64,-39.26,1
179,-5.19,-37.34,6
180,-7.01,-47.15,6
181,-19.92,-43.93,40
182,-22.86,-48.44,2
183,-20.26,-43.96,1
184,-20.38,-43.54,2
185,-21.09,-45.55,5
186,-4.3,-37.96,2
187,-27.13,-48.52,1
188,-0.82,-49.79,1
189,-22.91,-43.2,18
190,-16.72,-43.87,6
191,-2.42,-54.73,3
192,-20.65,-40.47,9
193,-15.8,-47.9,3
194,-22.97,-42.02,1
195,-18.42,-39.71,3
196,-22.93,-43.18,1
197,-22.82,-43.32,3
198,-27.44,-48.5,1
199,-15.85,-47.91,4
200,-23.9,-46.47,7
201,-22.45,-42.95,17
202,-24.73,-48.11,1
203,-21.87,-41.9,1
204,-25.43,-49.27,7
205,-15.94,46.88,1
206,-19.06,-40.15,1
207,-29.11,-50.12,1
208,-8.1,-34.89,1
209,-45.58,-72.07,1
210,-22.98,-43.49,1
211,-19.98,-44.04,3
212,-34.0,-53.55,3
213,-22.99,-43.59,2
214,-25.57,-54.56,1
215,-20.52,-41.08,1
216,-16.53,-49.14,3
217,-22.4,-44.63,8
218,-22.85,-46.31,1
219,-27.2,-48.5,1
220,-25.09,-50.17,2
221,-5.8,-35.21,2
222,-12.58,-38.01,11
223,-15.57,-56.07,1
224,-20.2,-40.26,9
225,-27.09,-52.59,1
226,-27.21,-49.65,2
227,-22.94,-43.36,4
228,-27.6,-48.58,1
229,-29.66,-53.81,6
230,-22.46,-44.61,3
231,-20.45,-54.57,2
232,-26.34,-48.83,1
233,-7.17,-34.84,1
234,-20.9,-40.78,1
235,-22.97,-46.54,1
236,-33.93,18.42,1
237,-20.33,-40.28,2
238,-11.0,-53.0,2
239,-22.49,-44.57,3
240,-23.22,-45.89,1
241,-22.49,-43.52,1
242,-20.88,-40.97,1
243,-29.18,-50.09,3
