,lat,long,N
0,-15.3,-55.87,4
1,-19.92,-43.95,104
2,-16.72,-49.27,1
3,-23.43,-45.08,4
4,-23.5,-46.87,25
5,-22.41,-45.44,15
6,-23.59,-46.63,1
7,-23.51,-46.69,2
8,-25.32,-49.29,5
9,-1.42,-48.43,90
10,-22.43,-44.61,75
11,-23.43,-47.62,1
12,-25.25,-50.01,15
13,-20.6,-40.43,22
14,-27.59,-48.54,3
15,-21.72,-43.93,34
16,-23.66,-46.53,3
17,-25.4,-49.29,3
18,-27.53,-48.43,1
19,-19.92,-43.94,20
20,-21.15,-47.97,2
21,-22.69,-45.48,10
22,-29.92,-51.17,21
23,-30.03,-51.23,13
24,-23.18,-45.89,1
25,-3.75,-38.49,47
26,-25.47,-48.84,6
27,-4.28,-55.99,4
28,-3.02,-59.94,8
29,-22.91,-43.21,68
30,-22.88,-43.12,5
31,-2.44,-54.7,5
32,-22.82,-47.27,1
33,-10.33,-53.2,39
34,-15.62,-42.55,4
35,-23.54,-46.59,1
36,-29.31,-50.85,15
37,-23.0,-44.3,1
38,-22.48,-43.06,45
39,-5.21,-45.39,1
40,-23.55,-46.63,42
41,-16.74,-43.87,1
42,-24.35,-48.98,11
43,-23.96,-48.02,2
44,-14.18,-47.82,56
45,-1.45,-48.47,17
46,-29.45,-51.31,4
47,-22.96,-43.27,50
48,-24.28,-49.69,3
49,-23.44,-46.52,2
50,-22.96,-43.19,1
51,-19.71,-42.74,2
52,-22.97,-43.27,5
53,-22.94,-43.26,1
54,-22.95,-43.27,1
55,-29.92,-51.18,14
56,-9.39,-40.5,4
57,-18.22,-43.61,22
58,-22.78,-43.48,5
59,-20.07,-43.66,4
60,-22.93,-43.23,6
61,-19.62,-44.04,5
62,-7.12,-34.88,5
63,-8.5,-37.38,2
64,-15.56,-48.11,5
65,-2.75,-42.83,18
66,-25.44,-54.4,1
67,-2.5,-44.27,11
68,-28.68,-49.37,2
69,-22.91,-43.58,4
70,-22.66,-43.04,1
71,-21.84,-43.81,2
72,-22.95,-46.54,1
73,-22.93,-44.0,9
74,-22.9,-43.19,16
75,-12.0,-54.0,2
76,-24.54,-48.7,7
77,-6.53,-35.74,1
78,-19.55,-43.95,18
79,-18.85,-41.95,2
80,-6.41,-34.99,1
81,-8.67,-42.55,6
82,-29.82,-51.13,1
83,-23.85,-50.17,5
84,-23.64,-46.64,1
85,-22.96,-43.22,1
86,-16.64,-48.65,1
87,-31.25,-50.96,12
88,-23.04,-43.53,1
89,-22.87,-43.31,2
90,-10.78,-37.35,2
91,-9.62,-35.75,5
92,-24.27,-48.41,1
93,-22.3,-42.54,8
94,-22.87,-43.78,15
95,-25.22,-50.04,7
96,-12.98,-38.48,6
97,-10.55,-46.42,17
98,-22.99,-43.23,17
99,-20.08,-44.58,2
100,-5.19,-37.34,6
101,-19.22,-40.85,2
102,-16.44,-41.0,8
103,-20.38,-43.49,11
104,-29.38,-50.87,1
105,-19.35,-43.62,80
106,-12.62,-41.49,4
107,-17.09,-56.87,1
108,-20.04,-43.91,5
109,-2.8,-40.5,1
110,-24.95,-53.44,2
111,-17.75,-48.63,1
112,-23.12,-46.55,25
113,-23.02,-43.47,9
114,-25.43,-49.3,1
115,-22.97,-43.2,17
116,-23.35,-52.1,1
117,-21.84,-43.79,2
118,-20.25,-46.5,24
119,-28.14,-54.75,1
120,-4.26,-55.99,17
121,-29.91,-51.17,2
122,-23.22,-44.72,2
123,-21.76,-43.35,3
124,-19.77,-43.85,3
125,-22.94,-43.29,2
126,-8.06,-34.88,4
127,-32.03,-52.1,1
128,-21.57,-45.44,5
129,-26.25,-49.52,1
130,-9.28,-43.33,3
131,-7.24,-39.41,3
132,-22.42,-42.61,2
133,45.41,11.95,1
134,-17.8,-43.79,3
135,-29.13,-49.99,10
136,-22.92,-43.21,3
137,-20.46,-41.78,7
138,-23.34,-46.73,2
139,-20.32,-40.34,3
140,-23.34,-46.83,1
141,-23.52,-46.71,2
142,-21.85,-47.5,1
143,-20.36,-41.96,2
144,-6.08,-49.89,2
145,-21.79,-46.59,1
146,-3.73,-38.52,20
147,-20.41,-41.02,38
148,-29.93,-51.15,1
149,-25.53,-54.59,4
150,-22.12,-51.39,1
151,-18.99,-40.11,4
152,-12.83,-41.43,1
153,-22.95,-43.49,46
154,-22.53,-42.98,2
155,-4.15,-41.7,2
156,-21.71,-43.91,7
157,0.04,-51.06,3
158,-23.59,-45.44,1
159,-22.5,-44.56,6
160,-4.16,-38.11,86
161,-23.52,-46.19,1
162,-27.86,-54.48,2
163,-2.9,-41.78,2
164,-19.98,-43.98,3
165,-19.93,-43.93,1
166,-22.76,-43.45,9
167,-14.16,-47.65,3
168,-19.18,-51.4,2
169,-19.8,-43.96,2
170,-15.74,-47.93,12
171,-20.46,-54.62,4
172,-19.01,-43.44,4
173,-20.29,-40.32,3
174,-2.54,-43.02,9
175,-15.86,-48.04,1
176,-10.63,-36.69,1
177,-23.03,-43.47,3
178,-7.22,-39.43,16
179,-22.85,-42.85,6
180,-26.49,-49.04,12
181,-22.97,-43.25,4
182,-3.13,-59.98,10
183,-25.45,-49.21,7
184,-22.8,-43.54,1
185,-25.58,-54.52,7
186,-14.86,-40.84,1
187,-8.62,-37.15,17
188,-22.91,-43.69,7
189,-22.56,-43.45,1
190,-19.91,-44.08,11
191,-23.46,-46.76,1
192,-23.5,-47.46,1
193,45.56,-73.19,1
194,-22.91,-43.54,1
195,-22.22,-54.81,1
196,-22.65,-43.04,4
197,37.86,-25.79,1
198,-22.41,-47.53,8
199,-2.49,-44.29,1
200,1.83,-54.0,1
201,-23.72,-46.43,2
202,-4.33,-40.15,1
203,-20.29,-40.31,1
204,-9.98,-67.82,19
205,-22.46,-44.59,1
206,-20.04,-44.01,4
207,-16.73,-43.87,6
208,41.14,-8.53,1
209,-15.8,-48.86,1
210,-29.55,-52.04,3
211,-25.54,-54.59,14
212,-15.6,-56.1,3
213,-5.3,-38.92,1
214,-25.79,-48.53,1
215,-22.91,-47.06,3
216,-26.42,-48.6,1
217,-27.73,-48.51,3
218,-22.62,-48.09,1
219,-12.56,-41.39,7
220,-23.43,-51.94,2
221,-8.0,-34.85,1
222,-19.91,-44.01,1
223,48.86,2.35,1
224,-10.92,-37.08,2
225,-17.11,-43.82,1
226,-27.82,-50.33,2
227,-28.46,-52.19,4
228,-18.92,-48.28,1
229,-22.9,-43.23,5
230,-29.34,-49.73,1
231,-20.38,-43.5,10
232,-15.65,-56.13,1
233,-9.38,-40.5,3
234,-18.16,-53.41,1
235,-2.56,-44.24,20
236,-22.63,-43.26,2
237,-7.93,-34.87,2
238,-20.34,-47.78,1
239,-10.18,-48.33,14
240,-9.16,-36.03,1
241,-22.99,-42.01,1
242,-22.32,-49.07,1
243,-12.21,-55.57,1
244,-17.3,-49.02,1
245,-19.56,-43.94,6
246,-22.91,-43.95,3
247,-22.97,-43.43,1
248,-22.75,-43.09,1
249,-20.39,-43.5,1
250,-22.64,-43.53,5
251,-27.79,-50.34,1
252,-25.09,-50.16,2
253,-8.78,-63.87,5
254,-27.62,-48.63,1
255,-19.75,-47.94,1
256,-22.52,-44.1,7
257,-19.58,-42.64,1
258,-30.38,-50.95,2
259,-22.88,-43.29,1
260,-21.98,-44.6,3
261,-20.65,-41.91,2
262,-23.82,-45.37,24
263,-17.64,-39.26,1
264,-7.01,-47.15,6
265,-23.96,-46.33,2
266,-19.92,-43.93,40
267,-22.86,-48.44,2
268,-20.26,-43.96,1
269,-20.38,-43.54,2
270,-21.09,-45.55,5
